"Subgroup","treatment","Bin_60days","N","Mean_Liberal_Index","SD_Liberal_Index","Treatment_Label","Outcome","Bin_Width_Days"
"Independents",0,"(-780,-720]",5,0.683,0.3463,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Independents",0,"(-720,-660]",2,0.5942,7e-04,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Independents",0,"(-660,-600]",6,0.8001,0.1789,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Independents",0,"(-600,-540]",7,0.7737,0.0951,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Independents",0,"(-540,-480]",5,0.572,0.2041,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Independents",0,"(-480,-420]",2,0.8417,0.0678,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Independents",0,"(-420,-360]",2,0.8488,0.0874,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Independents",0,"(-360,-300]",2,0.8283,0.1521,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Independents",0,"(-300,-240]",3,0.8438,0.2228,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Independents",0,"(-240,-180]",2,0.7487,0.1625,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Independents",0,"(-180,-120]",4,0.6006,0.1651,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Independents",0,"(-120,-60]",6,0.8568,0.1889,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Independents",0,"(-60,0]",3,0.641,0.2152,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(0,60]",2,0.5953,0.0918,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(120,180]",2,0.5353,0.0961,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(180,240]",2,0.6966,0.3318,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(240,300]",3,0.7844,0.044,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(300,360]",8,0.7338,0.1944,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(360,420]",4,0.8391,0.1734,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(420,480]",1,0.7471,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(480,540]",2,0.707,0.2928,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(540,600]",3,0.5972,0.1,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(600,660]",1,0.5,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(660,720]",3,0.6617,0.2947,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(780,840]",1,0.8566,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(840,900]",3,0.6278,0.1069,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(900,960]",3,0.6482,0.2883,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(960,1.02e+03]",1,0.7212,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(1.02e+03,1.08e+03]",3,0.6246,0.193,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(1.2e+03,1.26e+03]",3,0.8176,0.0295,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(1.26e+03,1.32e+03]",2,0.3895,0.0869,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(1.32e+03,1.38e+03]",2,0.7854,0.0803,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(1.44e+03,1.5e+03]",4,0.8044,0.1795,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(1.56e+03,1.62e+03]",2,0.5202,0.047,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(1.62e+03,1.68e+03]",3,0.5069,0.4413,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(1.68e+03,1.74e+03]",1,0.0825,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(1.74e+03,1.8e+03]",1,0.5,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(1.86e+03,1.92e+03]",2,0.8788,0.1021,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(1.92e+03,1.98e+03]",2,0.3799,0.4205,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(1.98e+03,2.04e+03]",1,0.6438,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.04e+03,2.1e+03]",1,0.6206,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.1e+03,2.16e+03]",1,0.5,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.16e+03,2.22e+03]",4,0.5953,0.1887,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.22e+03,2.28e+03]",3,0.73,0.2027,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.28e+03,2.34e+03]",2,0.5162,0.0852,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.34e+03,2.4e+03]",1,0.8422,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.4e+03,2.46e+03]",1,0.9877,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.46e+03,2.52e+03]",2,0.5835,0.1181,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.52e+03,2.58e+03]",5,0.625,0.1766,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.58e+03,2.64e+03]",2,0.8267,0.0821,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.7e+03,2.76e+03]",1,0.8726,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.76e+03,2.82e+03]",2,0.5482,0.0643,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.88e+03,2.94e+03]",1,0.491,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Independents",1,"(2.94e+03,3e+03]",1,0.7754,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"[-4.02e+03,-3.96e+03]",1,1,NA,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.96e+03,-3.9e+03]",2,0.6923,0.0274,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.9e+03,-3.84e+03]",6,0.6416,0.2096,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.84e+03,-3.78e+03]",2,0.6283,0.017,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.78e+03,-3.72e+03]",5,0.7079,0.2115,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.72e+03,-3.66e+03]",2,0.7987,0.0448,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.66e+03,-3.6e+03]",6,0.5794,0.1424,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.6e+03,-3.54e+03]",3,0.7036,0.2095,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.54e+03,-3.48e+03]",2,0.6151,0.1628,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.48e+03,-3.42e+03]",4,0.6844,0.143,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.42e+03,-3.36e+03]",1,0.6912,NA,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.36e+03,-3.3e+03]",4,0.5506,0.1154,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.3e+03,-3.24e+03]",3,0.6941,0.1779,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.24e+03,-3.18e+03]",8,0.5986,0.1123,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.18e+03,-3.12e+03]",3,0.6775,0.2484,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.12e+03,-3.06e+03]",10,0.6109,0.069,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3.06e+03,-3e+03]",5,0.6939,0.165,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-3e+03,-2.94e+03]",2,0.8651,0.0446,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.94e+03,-2.88e+03]",4,0.5261,0.1734,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.88e+03,-2.82e+03]",7,0.7828,0.1464,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.82e+03,-2.76e+03]",2,0.617,0.2701,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.76e+03,-2.7e+03]",6,0.6834,0.1932,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.7e+03,-2.64e+03]",4,0.6561,0.1826,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.64e+03,-2.58e+03]",2,0.6316,0.0364,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.58e+03,-2.52e+03]",3,0.7275,0.1765,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.52e+03,-2.46e+03]",3,0.6806,0.1257,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.46e+03,-2.4e+03]",5,0.6541,0.1693,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.4e+03,-2.34e+03]",8,0.695,0.177,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.34e+03,-2.28e+03]",1,0.486,NA,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.28e+03,-2.22e+03]",3,0.6688,0.4107,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.22e+03,-2.16e+03]",4,0.6708,0.0325,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.16e+03,-2.1e+03]",5,0.7639,0.2357,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.1e+03,-2.04e+03]",3,0.7356,0.0689,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-2.04e+03,-1.98e+03]",1,0.5014,NA,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.98e+03,-1.92e+03]",1,0.6278,NA,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.92e+03,-1.86e+03]",4,0.6844,0.1336,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.86e+03,-1.8e+03]",4,0.8101,0.1742,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.8e+03,-1.74e+03]",4,0.5848,0.2337,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.74e+03,-1.68e+03]",3,0.6903,0.173,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.68e+03,-1.62e+03]",5,0.676,0.2712,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.62e+03,-1.56e+03]",6,0.5796,0.1036,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.56e+03,-1.5e+03]",6,0.7453,0.1776,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.5e+03,-1.44e+03]",4,0.7155,0.1808,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.44e+03,-1.38e+03]",3,0.6908,0.0887,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.38e+03,-1.32e+03]",4,0.6967,0.2341,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.32e+03,-1.26e+03]",1,0.8971,NA,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.26e+03,-1.2e+03]",2,0.8162,0.0718,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.2e+03,-1.14e+03]",3,0.7408,0.1061,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.14e+03,-1.08e+03]",2,0.6382,0.2302,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.08e+03,-1.02e+03]",4,0.7695,0.2264,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-1.02e+03,-960]",1,0.8072,NA,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-960,-900]",4,0.9092,0.0738,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-900,-840]",2,0.3852,0.1623,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-840,-780]",6,0.6074,0.1957,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-780,-720]",2,0.4751,0.0344,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-720,-660]",1,0.3988,NA,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-660,-600]",2,0.5726,0.0018,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-600,-540]",1,0.865,NA,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-540,-480]",2,0.3846,0.4272,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-480,-420]",5,0.4833,0.2654,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-420,-360]",1,0.894,NA,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-360,-300]",4,0.7433,0.0409,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-300,-240]",2,0.4873,0.0513,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-240,-180]",3,0.7327,0.1568,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-180,-120]",1,0.4561,NA,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-120,-60]",5,0.6533,0.0749,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",0,"(-60,0]",2,0.5062,0.3482,"Born on/before Nov 6, 1994 (Control, treatment=0)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(0,60]",1,0.4575,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(60,120]",2,0.5904,0.0383,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(120,180]",2,0.7021,0.1271,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(180,240]",7,0.7043,0.1478,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(240,300]",2,0.7956,0.0451,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(300,360]",3,0.6728,0.066,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(420,480]",1,0.4177,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(480,540]",4,0.7952,0.0865,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(540,600]",1,0.6483,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(600,660]",5,0.7289,0.1251,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(660,720]",6,0.6856,0.1756,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(780,840]",1,0.8792,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(900,960]",1,0.5,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(960,1.02e+03]",2,0.5393,0.1239,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.02e+03,1.08e+03]",3,0.8434,0.0803,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.14e+03,1.2e+03]",2,0.7199,0.3282,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.2e+03,1.26e+03]",1,0.7012,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.26e+03,1.32e+03]",2,0.5505,0.0714,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.32e+03,1.38e+03]",2,0.5852,0.1205,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.38e+03,1.44e+03]",1,0.8971,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.5e+03,1.56e+03]",1,0.8896,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.56e+03,1.62e+03]",1,0.6842,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.62e+03,1.68e+03]",1,0.6639,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.68e+03,1.74e+03]",1,0.8109,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.74e+03,1.8e+03]",3,0.8237,0.0237,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.8e+03,1.86e+03]",3,0.5779,0.0432,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.86e+03,1.92e+03]",1,0.5847,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.92e+03,1.98e+03]",1,0.5932,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(1.98e+03,2.04e+03]",2,0.5718,0.0546,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(2.04e+03,2.1e+03]",2,0.713,0.0372,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(2.16e+03,2.22e+03]",2,0.7282,0.0108,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(2.34e+03,2.4e+03]",2,0.8054,0.0129,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(2.4e+03,2.46e+03]",1,0.8311,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(2.46e+03,2.52e+03]",3,0.6674,0.1697,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(2.58e+03,2.64e+03]",1,0.7662,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(2.76e+03,2.82e+03]",2,0.8887,0.0462,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(2.82e+03,2.88e+03]",4,0.7131,0.077,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
"Republicans",1,"(2.94e+03,3e+03]",1,0.6428,NA,"Born after Nov 6, 1994 (Treatment, treatment=1)","Liberal Democratic Norms Index (0-1)",60
